x_coord, y_coord, z_coord, cost, zone
119000, 112000, 0, 0, 1
126000, 113000, 0, 0, 1
107986.47151657587, 107650.64853467485, -31.365161431396487, 2937251.729984832, 1
108476.51499765407, 106868.65446257617, -27.322221545511347, 2643707.6108663245, 1
108966.55847873227, 108432.64260677353, -32.523167833317515, 3021330.6376065514, 1
109456.60195981048, 105930.26157605776, -20.123786782924583, 2121053.737433092, 1
109619.94978683654, 106868.65446257617, -25.917804427491724, 2541737.6589451204, 1
109783.29761386261, 107807.04734909459, -31.811809481617495, 2969681.3263080087, 1
109946.64544088868, 109214.63667887221, -36.72935975164058, 3326727.9317434668, 1
110109.99326791475, 105304.66631837882, -18.507244082016555, 2003682.0681653433, 1
110763.38457601902, 104679.07106069988, -21.30099874145806, 2206527.095221549, 1
110926.73240304508, 110153.02956539062, -36.806220662295495, 3332308.5411390243, 1
111416.77588412329, 104053.47580302093, -27.02430802346973, 2622077.1229368574, 1
112070.16719222756, 103427.88054534199, -32.30532238069654, 3005513.619966281, 1
112070.16719222756, 111091.42245190903, -27.47628723446067, 2654893.796717592, 1
112233.51501925362, 104679.07106069988, -30.526895882956403, 2876388.1186154624, 1
112233.51501925362, 105773.86276163803, -30.021375909406803, 2839684.0321039357, 1
112396.86284627969, 106712.25564815644, -32.28150021256859, 3003783.9733338826, 1
112723.55850033183, 108119.84497793406, -34.974753335094505, 3199331.9254998723, 1
112886.9063273579, 109058.23786445247, -33.33680196822708, 3080405.8457862763, 1
113050.25415438396, 103740.67817418146, -33.42183814419538, 3086580.033400336, 1
113050.25415438396, 109996.63075097089, -28.187546578146605, 2706535.9193808595, 1
113376.9498084361, 111404.2200807485, -17.44783515130575, 1926761.9876967962, 1
113540.29763546216, 112342.61296726692, -13.1292094108512, 1613201.2560099089, 1
114520.38459761857, 104366.2734318604, -27.109575597576676, 2628268.1115830108, 1
114683.73242464464, 113281.00585378533, -11.616834512170525, 1503392.8566913607, 1
114847.0802516707, 105617.46394721829, -25.660199862782946, 2523033.867357136, 1
115010.42807869677, 106555.8568337367, -25.92121721006513, 2541985.449484315, 1
115173.77590572284, 107494.24972025512, -25.879635434868504, 2538966.3381653237, 1
115500.47155977497, 108589.04142119327, -23.772295590322763, 2385959.557008329, 1
115663.81938680104, 104835.46987511961, -21.54071789294215, 2223932.287765694, 1
115663.81938680104, 109996.63075097089, -19.042268670942107, 2042528.3844836252, 1
115827.16721382711, 110935.0236374893, -16.13407500646612, 1831374.330364483, 1
115990.51504085318, 111873.41652400771, -14.736341340724097, 1729889.6411894185, 1
116153.86286787924, 112811.80941052613, -14.890720483295025, 1741098.5858424085, 1
116317.21069490531, 113906.60111146428, -15.931703290983721, 1816680.8081671388, 1
116480.55852193138, 114844.99399798269, -16.412120745815482, 1851562.2861431267, 1
116970.60200300958, 105461.06513279855, -18.416804315004004, 1997115.54417777, 1
117133.94983003565, 106399.45801931697, -19.766681582138418, 2095125.5429616913, 1
117460.64548408779, 115626.98807008137, -18.842063315979644, 2027992.1543580075, 1
117623.99331111385, 107963.44616351432, -22.631370744568656, 2303120.8831025986, 1
118604.08027327026, 116565.38095659978, -25.22454846683771, 2491402.700712299, 1
118767.42810029633, 106243.05920489723, -16.881729923278385, 1885659.0118475044, 1
118930.7759273224, 107181.45209141565, -18.5751880176431, 2008615.2463218055, 1
119257.47158137453, 108589.04142119327, -24.665337624009915, 2450800.3027314385, 1
119420.8194084006, 109683.83312213141, -30.451201736838836, 2870892.224025963, 1
119584.16723542666, 110622.22600864983, -33.45890391969874, 3089271.253335999, 1
119747.51506245273, 111560.61889516824, -33.74634578005695, 3110141.429514283, 1
119910.8628894788, 112655.41059610639, -31.907243850239293, 2976610.4913367843, 1
120074.21071650487, 113593.8034826248, -30.812684947607703, 2897138.2909169737, 1
120074.21071650487, 114532.19636914322, -31.134821898015648, 2920527.559620463, 1
120237.55854353093, 115470.58925566163, -32.957948018471654, 3052898.548597964, 1
120400.906370557, 116408.98214218004, -34.12374607880341, 3137543.1820452474, 1
120564.25419758307, 117347.37502869846, -33.81452932849939, 3115092.0051426236, 1
120727.60202460914, 107025.05327699591, -16.432306120040813, 1853027.8775353555, 1
120727.60202460914, 118285.76791521687, -31.53928632155195, 2949894.346234394, 1
121054.29767866127, 119224.16080173528, -27.00746320289507, 2620854.0777873215, 1
121871.03681379161, 120318.95250267343, -19.711560532471005, 2091123.3909569092, 1
122197.73246784374, 121413.74420361158, -16.176296394214106, 1834439.881776146, 1
122524.42812189588, 107650.64853467485, -20.488228510733833, 2147514.612187447, 1
122687.77594892195, 108901.83905003274, -26.210264643352726, 2562972.200854054, 1
122687.77594892195, 122664.93471896947, -16.39325557615586, 1850192.5503157182, 1
122851.12377594801, 110153.02956539062, -31.445453764779735, 2943081.483317856, 1
123014.47160297408, 111247.82126632877, -34.89239273656801, 3193352.0024668993, 1
123014.47160297408, 123916.12523432735, -18.933000197600606, 2034594.7721471083, 1
123177.81943000015, 112499.01178168666, -36.6822983426044, 3323310.962842141, 1
123341.16725702622, 113437.40466820507, -36.58548942807555, 3316281.9967085104, 1
123504.51508405228, 125323.71456410497, -23.190280373551616, 2343701.4109703125, 1
123667.86291107835, 115157.79162682216, -32.78853411324003, 3040597.9809463737, 1
123831.21073810442, 116252.58332776031, -28.422443905905677, 2723591.015698531, 1
123994.55856513049, 108119.84497793406, -24.576665795698545, 2444362.142761966, 1
123994.55856513049, 117190.97621427872, -25.265788344598107, 2494396.988020897, 1
123994.55856513049, 124541.7204920063, -23.603805282627086, 2373726.048633592, 1
124157.90639215655, 118285.76791521687, -23.81005501380273, 2388701.1403651694, 1
124321.25421918262, 119224.16080173528, -24.288012012899443, 2423403.9730157848, 1
124484.60204620869, 120162.5536882537, -25.50969665195104, 2512106.3409295483, 1
124484.60204620869, 123759.72641990762, -25.77954289217325, 2531698.958954866, 1
124647.94987323476, 121100.94657477211, -26.761739266490583, 2603012.898226375, 1
124811.29770026082, 122039.33946129052, -27.999754944977713, 2692901.007388019, 1
125137.99335431296, 122977.73234780894, -29.779344913533315, 2822110.984398948, 1
125628.03683539116, 108745.440235613, -29.726138108683745, 2818247.819201957, 1
125791.38466241723, 109840.23193655115, -32.341474725818905, 3008138.518827643, 1
125954.7324894433, 110778.62482306956, -34.70392804765281, 3179668.2221847083, 1
125954.7324894433, 121882.94064687079, -33.38888592851362, 3084187.485057217, 1
126281.42814349543, 112342.61296726692, -35.370163540727404, 3228041.316136178, 1
126444.7759705215, 113281.00585378533, -31.810623501854714, 2969595.2163497647, 1
126608.12379754757, 115001.39281240242, -20.343376596050902, 2136997.4071588297, 1
126608.12379754757, 120944.54776035238, -32.51748891987855, 3020918.3110100543, 1
126771.47162457363, 116096.18451334057, -14.726563929736589, 1729179.736620813, 1
126934.8194515997, 117034.57739985899, -14.001140697650708, 1676509.222178046, 1
127098.16727862577, 118129.36910079714, -17.816462681759717, 1953526.7793494551, 1
127098.16727862577, 120162.5536882537, -28.703577277867712, 2744003.15398323, 1
127588.21075970397, 119380.55961615502, -23.026535498823613, 2331812.4523488865, 1
128078.25424078217, 108745.440235613, -34.633035289859876, 3174520.9400767405, 1
128241.60206780824, 109683.83312213141, -34.54637528453439, 3168228.8517340748, 1
128241.60206780824, 118598.56554405634, -16.99652922818208, 1893994.199058925, 1
128404.94989483431, 110622.22600864983, -32.36332771428894, 3009725.1900202916, 1
128731.64554888644, 112186.21415284718, -26.216695577695962, 2563439.1291315397, 1
128894.99337591251, 113437.40466820507, -20.495374450248395, 2148033.4545594053, 1
128894.99337591251, 117660.17265753793, -13.564311294201769, 1644792.5244135903, 1
129058.34120293858, 114844.99399798269, -14.368669688337885, 1703194.2525932735, 1
129221.68902996465, 115939.78569892084, -12.637763369849907, 1577519.0298893442, 1
129385.03685699072, 108589.04142119327, -34.03741874812144, 3131275.2480773544, 1
129385.03685699072, 116878.17858543925, -13.40754368622623, 1633410.1614083534, 1
130365.12381914712, 115626.98807008137, -18.776383155842538, 2023223.341242997, 1
131181.86295427746, 108276.2437923538, -30.81379468342853, 2897218.865061822, 1
131181.86295427746, 114688.59518356295, -26.44602481418097, 2580089.945273312, 1
131345.21078130353, 109371.03549329194, -32.56029971189996, 3024026.6570620355, 1
131508.5586083296, 110465.82719423009, -33.43955573559151, 3087866.447471799, 1
131671.90643535566, 111717.01770958798, -34.19336823639557, 3142598.2101926785, 1
131835.25426238173, 112811.80941052613, -33.9313806825012, 3123576.1846620915, 1
132161.94991643386, 114062.99992588401, -31.734079621085783, 2964037.625416327, 1
132325.29774345993, 108119.84497793406, -28.974870869121407, 2763700.8592459504, 1
133305.38470561634, 113281.00585378533, -30.77512336683607, 2894411.07224652, 1
133468.7325326424, 107963.44616351432, -28.738249544929754, 2746520.589408897, 1
133632.08035966847, 109214.63667887221, -27.805966384440627, 2678830.678888527, 1
133795.42818669454, 110309.42837981036, -27.558509602413586, 2660863.6832986022, 1
133958.7760137206, 111560.61889516824, -27.38378359869297, 2648177.4222368607, 1
134122.12384074667, 112655.41059610639, -26.4323728644142, 2579098.7236173763, 1
134612.16732182488, 107807.04734909459, -30.229063720477612, 2854763.53792723, 1
135102.21080290308, 112029.81533842745, -20.275534831610276, 2132071.6473047948, 1
135755.60211100735, 107650.64853467485, -32.203007969107404, 2998084.9184097936, 1
135755.60211100735, 111404.2200807485, -17.65121574407553, 1941528.7610437942, 1
135918.94993803342, 108589.04142119327, -27.658997884208492, 2668159.7957795723, 1
136082.29776505948, 109527.43430771168, -22.37904576362139, 2284800.424140953, 1
136245.64559208555, 110465.82719423009, -18.400337982987775, 1995919.9797956, 1
137389.08038126802, 107494.24972025512, -32.31483842484154, 3006204.5475771, 1
137389.08038126802, 110153.02956539062, -19.985951584509827, 2111045.992315871, 1
137552.4282082941, 108432.64260677353, -27.85241971588738, 2682203.497343549, 1
137879.12386234623, 109371.03549329194, -23.266040179117823, 2349202.0728691365, 1
138369.16734342443, 107337.85090583538, -29.672554395247627, 2814357.2879539863, 1
138532.5151704505, 108745.440235613, -24.65492760474861, 2450044.4666269408, 1
139022.5586515287, 107963.44616351432, -24.935218272202295, 2470395.419002483, 1
139675.94995963297, 107181.45209141565, -23.62036799441201, 2374928.6108230753, 1
104000, 120700, 0, 0, 2
100962.51495445496, 133925.6493571904, -30.647509044488647, 2885145.4301895695, 2
101289.2106085071, 127982.49440924048, -21.274529303483604, 2204605.2393263127, 2
101289.2106085071, 129390.0837390181, -21.30611374306808, 2206898.478097447, 2
101289.2106085071, 132987.25647067203, -27.540087981738456, 2659526.1520548915, 2
101452.55843553317, 124072.52404874709, -31.146169428180123, 2921351.465204103, 2
101452.55843553317, 125323.71456410497, -25.947487692807613, 2543892.8599166055, 2
101452.55843553317, 126418.50626504312, -22.26036578699983, 2276183.4745503822, 2
101452.55843553317, 130328.47662553651, -21.19870639001111, 2199099.9953769804, 2
101615.90626255923, 119067.76198731555, -17.31213017609243, 1916908.910843473, 2
101615.90626255923, 120162.5536882537, -21.587465344257, 2227326.4612643304, 2
101615.90626255923, 121413.74420361158, -28.685425576616623, 2742685.2206711723, 2
101615.90626255923, 122664.93471896947, -33.14685301765508, 3066614.298311676, 2
101615.90626255923, 131266.86951205492, -22.09579541070783, 2264234.5790670994, 2
101779.2540895853, 132205.26239857334, -24.431491696373662, 2433821.545001924, 2
101942.60191661137, 113750.20229704454, -16.22387080758217, 1837894.0981777958, 2
101942.60191661137, 114688.59518356295, -18.27784686973022, 1987026.3165317543, 2
101942.60191661137, 115783.3868845011, -19.876539641595514, 2103101.963141469, 2
102105.94974363744, 116721.77977101952, -18.56577098517733, 2007931.5076123767, 2
102269.2975706635, 117972.9702863774, -15.809167442750372, 1807783.8968487992, 2
103412.73235984598, 129233.68492459836, -16.013680483900448, 1822632.8934223661, 2
104229.47149497631, 127826.09559482074, -19.236414833488112, 2056624.677249138, 2
105046.21063010665, 126262.10745062339, -22.83321062340143, 2317775.7904490586, 2
105209.55845713272, 120944.54776035238, -25.822983113438156, 2534853.0057241586, 2
105536.25411118485, 122352.13709013, -28.001140156310896, 2693001.5828732024, 2
105699.60193821092, 123759.72641990762, -24.628577883487495, 2448131.3029552232, 2
105862.94976523699, 124854.51812084577, -21.9080146317554, 2250600.4551620116, 2
