x_coord, y_coord, z_coord, cost, zone
100500, 130500, 0, 0, 1
116700, 109800, 0, 0, 1
127200, 123900, 0, 0, 1
122200, 136300, 0, 0, 1
100438.52899396862, 126649.54835708906, -34.402983072577726, 3157817.630757422, 1
100438.52899396862, 127788.1048640952, -38.36519888324442, 3445500.6492361743, 1
100438.52899396862, 129306.18020677006, -36.639765331642444, 3320222.7855284302, 1
100438.52899396862, 130254.97729594185, -32.30246516454941, 3005306.167216373, 1
100590.77881660959, 123803.15708957371, -24.54652082419232, 2442173.4188738023, 1
100590.77881660959, 124751.9541787455, -25.6837555004363, 2524744.1621179786, 1
100590.77881660959, 125700.75126791728, -29.253366275963348, 2783921.4638523604, 1
100743.02863925055, 122474.84116473321, -25.683885948003216, 2524753.6334722904, 1
101199.77810717345, 127218.82661059214, -35.26813876704322, 3220633.6442032, 1
101199.77810717345, 128736.90195326699, -38.403762966139354, 3448300.6561772935, 1
101352.02792981442, 123233.87883607064, -21.923836888447013, 2251749.2554247174, 1
101352.02792981442, 129685.69904243878, -36.24439605082509, 3291516.366303837, 1
101504.27775245538, 120956.76582205835, -29.965464797896864, 2835624.5163949784, 1
101504.27775245538, 121905.56291123014, -26.582896562482848, 2590027.737553567, 1
101504.27775245538, 124182.67592524242, -20.141457351979223, 2122336.737372215, 1
101656.52757509635, 130634.49613161056, -33.06663367003278, 3060789.844226602, 1
101808.77739773731, 125700.75126791728, -23.367176363842304, 2356545.227378953, 1
101961.02722037828, 120007.96873288657, -33.0284914798053, 3058020.469477631, 1
101961.02722037828, 126649.54835708906, -28.296095005848876, 2714417.251651667, 1
102113.27704301925, 127788.1048640952, -33.826878831522706, 3115988.6605688366, 1
102265.52686566021, 128736.90195326699, -35.64050617999523, 3247669.9760084413, 1
102417.77668830118, 119059.17164371478, -34.482770061346585, 3163610.692736167, 1
102417.77668830118, 129685.69904243878, -34.69750609483964, 3179201.946025584, 1
102570.02651094215, 130634.49613161056, -32.27227908646773, 3003114.4587195273, 1
103026.77597886504, 118300.13397237736, -33.35823221922283, 3081961.8234482245, 1
103026.77597886504, 119818.20931505221, -32.82553757885958, 3043284.6767732264, 1
103179.02580150601, 120767.006404224, -30.467856795444412, 2872101.491204114, 1
103331.27562414698, 117351.33688320557, -31.31023131693318, 2933263.4411360407, 1
103331.27562414698, 121715.80349339578, -26.263068272890038, 2566806.092862418, 1
103483.52544678794, 122664.60058256757, -20.50886356144697, 2149012.8530605556, 1
103635.77526942891, 123613.39767173935, -15.019331480055161, 1750436.5930397732, 1
103635.77526942891, 131203.77438511362, -26.32941133839041, 2571623.037281977, 1
103788.02509206987, 116402.53979403379, -28.552949427856678, 2733066.5779286185, 1
103788.02509206987, 118869.41222588043, -30.260867028685354, 2857072.668004946, 1
103788.02509206987, 124562.19476091114, -11.874865834898875, 1522127.633728169, 1
103940.27491471084, 125510.99185008292, -12.125493871542936, 1540324.8833335694, 1
104092.5247373518, 126459.78893925471, -15.355296986602626, 1774829.9061874624, 1
104244.77455999277, 115453.742704862, -28.357961047884974, 2718909.1346193654, 1
104244.77455999277, 127598.34544626085, -20.98136795018036, 2183319.790211566, 1
104397.02438263374, 128547.14253543263, -23.757333986428996, 2384873.245819056, 1
104549.2742052747, 129495.93962460442, -22.91298518326864, 2323567.950007513, 1
104701.52402791567, 116402.53979403379, -25.23937753430708, 2492479.3888824205, 1
104701.52402791567, 130444.7367137762, -19.79808224870081, 2097405.43859852, 1
104853.77385055664, 114315.18619785586, -33.21587782503083, 3071625.9548908835, 1
104853.77385055664, 117351.33688320557, -23.820726372975813, 2389475.9514721055, 1
104853.77385055664, 131393.533802948, -17.524273762735874, 1932311.9353814584, 1
105006.0236731976, 118300.13397237736, -22.66036170810837, 2305225.8183959415, 1
105158.27349583857, 115263.98328702764, -28.151033502247795, 2703884.829084305, 1
105310.52331847954, 113366.38910868407, -37.560840145426454, 3387098.89610292, 1
105310.52331847954, 119628.44989721786, -20.968824433581247, 2182409.0481192605, 1
105462.7731411205, 120577.24698638964, -21.085585856903265, 2190886.6980778323, 1
105615.02296376147, 121526.04407556143, -21.910545608936637, 2250784.220809819, 1
105767.27278640243, 122474.84116473321, -22.168216219491935, 2269492.807762163, 1
105767.27278640243, 131773.0526386167, -13.542475796867798, 1643207.1231928614, 1
105919.5226090434, 112227.83260167793, -36.51725799636059, 3311327.944438555, 1
